Cases_per_Million,Deaths_per_Million,G_Retail,G_Grocery_Pharmacy,G_Parks,G_Transit,G_Workplace,G_Residencial
L0_0__6_11L,L0_33__0_66L,L_42_62___34_38L,L_39_29___29_17L,L73_16__93_06L,L_55_14___43_15L,L_70_46___52_08L,L14_94__19_2L
L6_11__12_22L,L1_33__1_66L,L_26_14___17_9L,L1_19__11_31L,L33_36__53_26L,L_31_16___19_16L,L_33_71___15_33L,L6_41__10_68L
L0_0__6_11L,L0_99__1_33L,L_26_14___17_9L,L_8_93__1_19L,L13_45__33_36L,L_31_16___19_16L,L_33_71___15_33L,L6_41__10_68L
L6_11__12_22L,L0_33__0_66L,L_26_14___17_9L,L_8_93__1_19L,L_6_45__13_45L,L_31_16___19_16L,L_33_71___15_33L,L10_68__14_94L
L6_11__12_22L,L0_66__0_99L,L_26_14___17_9L,L_8_93__1_19L,L_6_45__13_45L,L_31_16___19_16L,L_33_71___15_33L,L10_68__14_94L
L6_11__12_22L,L0_33__0_66L,L_26_14___17_9L,L1_19__11_31L,L_6_45__13_45L,L_31_16___19_16L,L_15_33__3_04L,L2_15__6_41L
L0_0__6_11L,L0_0__0_33L,L_17_9___9_66L,L1_19__11_31L,L13_45__33_36L,L_31_16___19_16L,L3_04__21_42L,L_2_11__2_15L
L0_0__6_11L,L0_66__0_99L,L_17_9___9_66L,L_8_93__1_19L,L13_45__33_36L,L_31_16___19_16L,L_33_71___15_33L,L6_41__10_68L
L0_0__6_11L,L0_99__1_33L,L_17_9___9_66L,L_8_93__1_19L,L13_45__33_36L,L_31_16___19_16L,L_33_71___15_33L,L6_41__10_68L
L6_11__12_22L,L0_33__0_66L,L_26_14___17_9L,L_8_93__1_19L,L13_45__33_36L,L_31_16___19_16L,L_33_71___15_33L,L6_41__10_68L
L6_11__12_22L,L0_33__0_66L,L_26_14___17_9L,L_8_93__1_19L,L13_45__33_36L,L_31_16___19_16L,L_33_71___15_33L,L6_41__10_68L
L6_11__12_22L,L0_33__0_66L,L_26_14___17_9L,L_8_93__1_19L,L13_45__33_36L,L_31_16___19_16L,L_33_71___15_33L,L6_41__10_68L
L6_11__12_22L,L0_33__0_66L,L_26_14___17_9L,L_8_93__1_19L,L13_45__33_36L,L_19_16___7_17L,L_15_33__3_04L,L2_15__6_41L
L0_0__6_11L,L0_0__0_33L,L_26_14___17_9L,L1_19__11_31L,L53_26__73_16L,L_19_16___7_17L,L3_04__21_42L,L_2_11__2_15L
L0_0__6_11L,L0_33__0_66L,L_17_9___9_66L,L_8_93__1_19L,L33_36__53_26L,L_19_16___7_17L,L_33_71___15_33L,L6_41__10_68L
L0_0__6_11L,L1_33__1_66L,L_17_9___9_66L,L_8_93__1_19L,L33_36__53_26L,L_19_16___7_17L,L_33_71___15_33L,L6_41__10_68L
L6_11__12_22L,L0_33__0_66L,L_17_9___9_66L,L_8_93__1_19L,L13_45__33_36L,L_19_16___7_17L,L_33_71___15_33L,L6_41__10_68L
L6_11__12_22L,L0_33__0_66L,L_17_9___9_66L,L_8_93__1_19L,L33_36__53_26L,L_19_16___7_17L,L_33_71___15_33L,L6_41__10_68L
L6_11__12_22L,L0_0__0_33L,L_17_9___9_66L,L_8_93__1_19L,L53_26__73_16L,L_19_16___7_17L,L_33_71___15_33L,L6_41__10_68L
L6_11__12_22L,L0_0__0_33L,L_17_9___9_66L,L_8_93__1_19L,L73_16__93_06L,L_7_17__4_82L,L3_04__21_42L,L_2_11__2_15L
L0_0__6_11L,L0_0__0_33L,L_9_66___1_43L,L1_19__11_31L,L53_26__73_16L,L_7_17__4_82L,L3_04__21_42L,L_2_11__2_15L
L0_0__6_11L,L0_33__0_66L,L_9_66___1_43L,L_8_93__1_19L,L73_16__93_06L,L_19_16___7_17L,L_33_71___15_33L,L2_15__6_41L
L6_11__12_22L,L0_66__0_99L,L_9_66___1_43L,L1_19__11_31L,L73_16__93_06L,L_19_16___7_17L,L_33_71___15_33L,L2_15__6_41L
L0_0__6_11L,L0_0__0_33L,L_17_9___9_66L,L_8_93__1_19L,L73_16__93_06L,L_19_16___7_17L,L_33_71___15_33L,L2_15__6_41L
L0_0__6_11L,L0_0__0_33L,L_17_9___9_66L,L1_19__11_31L,L73_16__93_06L,L_19_16___7_17L,L_33_71___15_33L,L2_15__6_41L
L18_33__24_43L,L0_33__0_66L,L_17_9___9_66L,L_8_93__1_19L,L53_26__73_16L,L_19_16___7_17L,L_33_71___15_33L,L2_15__6_41L
L0_0__6_11L,L0_0__0_33L,L_17_9___9_66L,L_8_93__1_19L,L53_26__73_16L,L_7_17__4_82L,L_15_33__3_04L,L_2_11__2_15L
L6_11__12_22L,L0_0__0_33L,L_9_66___1_43L,L1_19__11_31L,L53_26__73_16L,L_7_17__4_82L,L3_04__21_42L,L_2_11__2_15L
L24_43__30_54L,L0_33__0_66L,L_9_66___1_43L,L1_19__11_31L,L73_16__93_06L,L_19_16___7_17L,L_33_71___15_33L,L2_15__6_41L
L6_11__12_22L,L0_33__0_66L,L_9_66___1_43L,L1_19__11_31L,L73_16__93_06L,L_19_16___7_17L,L_33_71___15_33L,L2_15__6_41L
