Cases_per_Million,Deaths_per_Million,G_Retail,G_Grocery_Pharmacy,G_Parks,G_Transit,G_Workplace,G_Residencial
L3_98__4_94L,L0_0__0_46L,L_33_14___28_07L,L_21_4___17_07L,L_41_0___25_45L,L_56_4___50_5L,L_29_05___24_7L,L13_57__15_8L
L3_98__4_94L,L0_46__0_93L,L_38_2___33_14L,L_21_4___17_07L,L_41_0___25_45L,L_56_4___50_5L,L_33_4___29_05L,L13_57__15_8L
L3_03__3_98L,L1_85__2_31L,L_38_2___33_14L,L_21_4___17_07L,L_25_45___9_91L,L_56_4___50_5L,L_33_4___29_05L,L13_57__15_8L
L2_07__3_03L,L0_0__0_46L,L_28_07___23_01L,L_12_73___8_4L,L_25_45___9_91L,L_50_5___44_61L,L_29_05___24_7L,L11_34__13_57L
L2_07__3_03L,L0_0__0_46L,L_23_01___17_94L,L_8_4___4_06L,L_25_45___9_91L,L_44_61___38_71L,L_15_99___11_64L,L6_87__9_1L
L1_11__2_07L,L0_0__0_46L,L_33_14___28_07L,L_21_4___17_07L,L_41_0___25_45L,L_56_4___50_5L,L_24_7___20_34L,L4_64__6_87L
L1_11__2_07L,L0_0__0_46L,L_38_2___33_14L,L_21_4___17_07L,L_41_0___25_45L,L_56_4___50_5L,L_33_4___29_05L,L13_57__15_8L
L3_03__3_98L,L0_0__0_46L,L_33_14___28_07L,L_21_4___17_07L,L_41_0___25_45L,L_50_5___44_61L,L_33_4___29_05L,L11_34__13_57L
L2_07__3_03L,L0_0__0_46L,L_33_14___28_07L,L_21_4___17_07L,L_41_0___25_45L,L_56_4___50_5L,L_33_4___29_05L,L13_57__15_8L
L1_11__2_07L,L0_0__0_46L,L_38_2___33_14L,L_21_4___17_07L,L_41_0___25_45L,L_56_4___50_5L,L_33_4___29_05L,L13_57__15_8L
L1_11__2_07L,L0_0__0_46L,L_17_94___12_88L,L_4_06__0_27L,L5_64__21_19L,L_32_81___26_91L,L_20_34___15_99L,L9_1__11_34L
L1_11__2_07L,L0_0__0_46L,L_17_94___12_88L,L_4_06__0_27L,L21_19__36_73L,L_32_81___26_91L,L_15_99___11_64L,L4_64__6_87L
L1_11__2_07L,L0_0__0_46L,L_17_94___12_88L,L_8_4___4_06L,L21_19__36_73L,L_32_81___26_91L,L_15_99___11_64L,L4_64__6_87L
L1_11__2_07L,L0_0__0_46L,L_17_94___12_88L,L_4_06__0_27L,L5_64__21_19L,L_32_81___26_91L,L_20_34___15_99L,L6_87__9_1L
L1_11__2_07L,L0_0__0_46L,L_17_94___12_88L,L_4_06__0_27L,L5_64__21_19L,L_32_81___26_91L,L_20_34___15_99L,L9_1__11_34L
L1_11__2_07L,L0_0__0_46L,L_17_94___12_88L,L_4_06__0_27L,L5_64__21_19L,L_32_81___26_91L,L_20_34___15_99L,L9_1__11_34L
L1_11__2_07L,L0_0__0_46L,L_17_94___12_88L,L_8_4___4_06L,L5_64__21_19L,L_32_81___26_91L,L_20_34___15_99L,L9_1__11_34L
L0_16__1_11L,L0_0__0_46L,L_17_94___12_88L,L_4_06__0_27L,L5_64__21_19L,L_32_81___26_91L,L_20_34___15_99L,L6_87__9_1L
L0_16__1_11L,L0_0__0_46L,L_17_94___12_88L,L_4_06__0_27L,L21_19__36_73L,L_32_81___26_91L,L_15_99___11_64L,L4_64__6_87L
L0_16__1_11L,L0_0__0_46L,L_17_94___12_88L,L_8_4___4_06L,L5_64__21_19L,L_38_71___32_81L,L_15_99___11_64L,L4_64__6_87L
L1_11__2_07L,L0_0__0_46L,L_17_94___12_88L,L_4_06__0_27L,L5_64__21_19L,L_38_71___32_81L,L_20_34___15_99L,L9_1__11_34L
L1_11__2_07L,L0_0__0_46L,L_17_94___12_88L,L_4_06__0_27L,L_9_91__5_64L,L_38_71___32_81L,L_24_7___20_34L,L9_1__11_34L
L0_16__1_11L,L0_0__0_46L,L_17_94___12_88L,L_4_06__0_27L,L_9_91__5_64L,L_38_71___32_81L,L_20_34___15_99L,L9_1__11_34L
L0_16__1_11L,L0_0__0_46L,L_17_94___12_88L,L_4_06__0_27L,L5_64__21_19L,L_38_71___32_81L,L_20_34___15_99L,L9_1__11_34L
L0_16__1_11L,L0_0__0_46L,L_17_94___12_88L,L_4_06__0_27L,L_25_45___9_91L,L_38_71___32_81L,L_20_34___15_99L,L9_1__11_34L
L0_16__1_11L,L0_0__0_46L,L_17_94___12_88L,L_4_06__0_27L,L_9_91__5_64L,L_38_71___32_81L,L_15_99___11_64L,L6_87__9_1L
L0_16__1_11L,L0_0__0_46L,L_17_94___12_88L,L_8_4___4_06L,L21_19__36_73L,L_38_71___32_81L,L_15_99___11_64L,L4_64__6_87L
L0_16__1_11L,L0_0__0_46L,L_17_94___12_88L,L_4_06__0_27L,L5_64__21_19L,L_44_61___38_71L,L_33_4___29_05L,L11_34__13_57L
L0_16__1_11L,L0_0__0_46L,L_17_94___12_88L,L_4_06__0_27L,L_9_91__5_64L,L_38_71___32_81L,L_29_05___24_7L,L9_1__11_34L
L0_16__1_11L,L0_0__0_46L,L_17_94___12_88L,L_4_06__0_27L,L_9_91__5_64L,L_38_71___32_81L,L_29_05___24_7L,L9_1__11_34L
